index,token,entropy_normal,entropy_rain,count_normal,count_rain,diff_count,pearson,spearman,kl_pq,kl_qp,jsd
11,3950bd41f74548429c0f7700ff3d8269,10.557017386573243,10.522924350773863,201,447,246,0.7529404527489894,0.8766835595619341,0.022205821457210347,0.02661203481157406,0.005976502533625951
12,3e8750f331d7499e9b5123e9eb70f2e2,10.558981492865257,10.52332751932365,14376,5706,-8670,0.7259785780371831,0.838280201649846,0.02594631888759444,0.030089976115878936,0.00689747209544811
13,44237858a539457da65822bfcf58c414,10.547977460607722,10.560635082838553,34223,38153,3930,0.9425556727706428,0.9349872466120653,0.005819463650905487,0.006215140863509665,0.001496022497561194
14,456ec36cb4a44ca78f36fbd90c0c34fa,10.54950507222344,10.556952066543344,35829,20450,-15379,0.8807506573737354,0.8883661845598807,0.01022277199668068,0.011158878983593294,0.0026423938336126466
15,4b894442c95141f9affd731d9da7b43c,10.5558725925266,10.562896046222972,32165,38427,6262,0.9483527863368175,0.9461114479537177,0.0040686220636636196,0.004204234612501313,0.0010309185099937857
16,4cf5d6c3f6ab42aab23f67b5a9782d1a,10.517220317821259,10.537729153268213,30199,33963,3764,0.9111143520086746,0.9002272449469532,0.014767700179977248,0.01685053955613246,0.0038945507911784753
17,55c258972acb4300a3a6077a531ab050,10.546574651518393,10.55966810108428,34907,36841,1934,0.9213342817072596,0.9143481391602416,0.007658126802368922,0.008239797198836801,0.001975730712875751
18,5b03af7a953245b5a3b23191ed4da62a,10.550645008073136,10.544157593544965,34131,1700,-32431,0.7939329589010982,0.8709587064380508,0.015192853619753257,0.01718189583030089,0.003999329361334552
19,5b7cb170eee6468aa1fdbd3abcf63c5a,10.56636612645229,10.550549244565262,34763,25319,-9444,0.8943720451579578,0.9060061597012179,0.008415098556876957,0.008926663169984828,0.0021580781363975373
20,609d5177362340458a3bfd4949cd1e64,10.560873433817108,10.563608648967527,37733,37718,-15,0.8294875790894862,0.8716266198909177,0.010303586509252546,0.010976620591867409,0.002641994927364393
21,61a7bd24f88a46c2963280d8b13ac675,10.561539066722458,10.561372510801887,36352,30775,-5577,0.8463560714595051,0.8983624732110718,0.009025670971715435,0.009565863761443985,0.0023040202915836972
22,61d9340c5ad8418dafe7a4af1b96e6b9,10.51929371471117,10.540419161403419,31837,34837,3000,0.8968972506078318,0.8881570840332601,0.015938642562112214,0.019028834748323047,0.00427233008075128
23,6402fd1ffaf041d0b9162bd92a7ba0a2,10.500388010675383,10.530245608013159,29443,33668,4225,0.9140162463859447,0.9044698819728073,0.016728427886172615,0.019250415684823774,0.004435600080543172
24,6832e717621341568c759151b5974512,10.53099098287378,10.546418135682435,33987,36719,2732,0.8763476148981265,0.8685612862615433,0.015892831520890296,0.01631912518632295,0.003983277079458324
25,6bfd42cf0aba4f1a94ec11fa43e2dd92,10.53933882633844,10.549296546602433,33910,25593,-8317,0.8120088573024127,0.8285157097988725,0.018288781304828486,0.0207241410299008,0.004801643008580412
26,6d9984d09d52479e837da2fd09e192cc,10.502670007361635,10.529660463233377,29120,32656,3536,0.9090367369637858,0.8992674281773942,0.017097128221306598,0.0191383666320707,0.004477264055723711
27,6ff9723a60bf4e14b328b3b19f04dc32,10.549773751432143,10.563552649748964,37341,39269,1928,0.9537033090656213,0.9490010962908565,0.005144199078075757,0.005613009526263741,0.001335232434536512
28,700c1a25559b4433be532de3475e58a9,10.553947940022557,10.545377416506645,13119,284,-12835,0.688186250166702,0.8162576811710116,0.020229033760034855,0.025886278545113998,0.005544115062377408
29,747aa46b9a4641fe90db05d97db2acea,10.536671682553227,10.549308998711842,34734,36065,1331,0.8977208376381831,0.8909352605668591,0.011212899512795282,0.011717699287322246,0.002851822424301543
30,796b1988dd254f74bf2fb19ba9c5b8c6,10.509009848581506,10.5301840456181,17990,25396,7406,0.9059155126625262,0.9005220367454071,0.015634558725136034,0.016477719112400924,0.003981261276871535
31,7bebe3c9be714f02837f8617c56df122,10.551713788286404,10.563909024955572,23720,38486,14766,0.9396199598419294,0.9354294881787564,0.005529705195782476,0.005765693338468039,0.0014037255973924666
32,7f594234e8034228b1a7d727f1981e09,10.549865624083544,10.53448827850442,28443,2369,-26074,0.7092348670387663,0.8132829571586789,0.024354156089766064,0.02735049287673092,0.006365682847233662
33,8092909473464f80b9f791a4d31ddcb8,10.568811010839507,10.57293099587246,32771,39451,6680,0.8824359004078024,0.9090774713868209,0.005323775010368794,0.005660935066315171,0.0013662233956986869
34,841dd6709e9b4d7c9d6bf888f1fe6d7e,10.547437170033213,10.556343261739089,12423,29020,16597,0.8595113347690155,0.8476110312598426,0.012908993182983424,0.012218952257258922,0.003112262872698536
35,8573a885a7cb41d185c05029eeb9a54e,10.54731902283047,10.559592622004908,36049,35682,-367,0.90859597619704,0.903185375016011,0.008646570045767257,0.009319814913172075,0.0022310212478085477
36,858a1ece22cf45d9bc71e42336604b78,10.56400750057238,10.553307478202248,39484,21137,-18347,0.8737524523778746,0.908534489422375,0.008670400157188708,0.009134980912707376,0.0022120566875693773
37,87e772078a494d42bd34cd16172808bc,10.512797292777003,10.539281750117965,31912,35800,3888,0.9475087833474773,0.9420689434825473,0.010196936618153766,0.011001395111041642,0.0026345360457714594
38,8cd36e9531fb4eba8e6ac1d666c4641c,10.55188716550964,10.564026500600612,23538,38880,15342,0.9297043584890037,0.9228748040643697,0.0062258888432364596,0.006365926601204592,0.001568031373008233
39,8e352d4a6c6f40c8ad4f10a3d2c3f158,10.549207679596105,10.560620713424612,13121,30586,17465,0.939336640652833,0.9351475884801361,0.005425042727032518,0.005537435164186415,0.001366200335686578
40,8e9c2cba0ee74056aa3746e8391d54a9,10.531632511854317,10.484883411553009,509,167,-342,0.8354545508079798,0.8770195477948259,0.02597617907420458,0.029781483839809778,0.00683858181211331
41,9150678870764c1b87a649a25939c61b,10.545835980724968,10.559876315919109,36121,37966,1845,0.9055109103813215,0.899420767024785,0.00936841238225123,0.010136128049386904,0.002423079442800755
42,9cdbf5ff7f294549aea0a4307e5d104a,10.547583298264124,10.533523530292431,26792,4911,-21881,0.8260911537815901,0.8630189633549622,0.01652043956959163,0.017212825049399482,0.004190582814270088
43,9e7683e8586542a1b6032980c45f15ce,10.51705663992616,10.53705872664327,30947,34550,3603,0.8885206731983246,0.874803104848354,0.017764761645930393,0.020617816806835103,0.004701156495606091
44,9ee4020153674b9e9943d395ff8cfdf3,10.546418720703395,10.516589721137159,14463,508,-13955,0.7567071679974748,0.8582756378719363,0.02382023667218,0.027993477331698623,0.006362057555067483
45,9fcdc52b791045e99c623c5fc643331f,10.5059401371863,10.529146959442931,29822,29817,-5,0.9390239194759589,0.9353520167547589,0.01114511350295358,0.012054530404873183,0.002881700670900134
46,a1289b27ca1d41deb6fc982be9a3d03c,10.547635506097155,10.549929386830735,945,15893,14948,0.898380335693708,0.9010341136768998,0.008386110723522933,0.009091390124187696,0.0021641504241962993
47,a19a80c905674faab7203a3a4e0f5246,10.571565246144985,10.568439212109396,39256,38653,-603,0.8621376751097807,0.8885363310298625,0.006751251344468551,0.007025916198522565,0.001713915900424511
48,a5afebb0aa5e4d7c95665788ce51ec58,10.562495694076306,10.567769648457542,39393,39738,345,0.9521835576099198,0.9527918843334091,0.0037135917535504725,0.004310687167572133,0.0009866623349287843
49,a771effa2a2648d78096c3e92b95b129,10.50060796253631,10.529375946012971,29667,33493,3826,0.9388660687021686,0.9321461088305337,0.012332242684492947,0.013414639248633512,0.0031972849475280407
50,a98fba72bde9433fb882032d18aedb2e,10.505014515264527,10.527612288726043,21036,16937,-4099,0.9360477233132377,0.9302794222058464,0.01206565874254921,0.01280872587303167,0.003089341754024964
51,ac8b4d49731d43289579f014cb7c97ef,10.573528694467655,10.575311546714435,39647,39781,134,0.9159162523460421,0.9239103932649946,0.003545452828968251,0.0037374744955335857,0.0009081480469866313
52,ae5004bf4ebb4db0a84cb3c27bd398d1,10.566411031841088,10.573144006852914,38685,37977,-708,0.9242368768613958,0.9247936265484574,0.004169697029158346,0.004289111547517318,0.0010553101952381343
53,b1303058fa624645b753d7283d70de45,10.564863036709832,10.566663728619016,38866,38903,37,0.8531306601718036,0.8929653563820341,0.007961800664331794,0.008168569858752875,0.0020051343515241145
54,b22fa0b3c34f47b6a360b60f35d5d567,10.514214435642577,10.49452850480531,14,21,7,0.8742886239439926,0.8563963683465698,0.02511476149280057,0.02824515515892271,0.00655607098705783
55,b4ff30109dd14c89b24789dc5713cf8c,10.547096683463291,10.516791099444681,11054,1034,-10020,0.8534475399317292,0.8651684223086407,0.018288518672391466,0.0192244339705546,0.0046590104036298655
56,b5989651183643369174912bc5641d3b,10.55426675714103,10.554114910201386,82,15304,15222,0.8080342119929631,0.8841055479591696,0.012134192798609618,0.012962299895406107,0.003110771924226833
57,b6b0d9f2f2e14a3aaa2c8aedeb1edb69,10.497543071799516,10.524383213866479,26333,25582,-751,0.9373458947312182,0.9340697934816728,0.013017852960392151,0.013931997242641275,0.0033445955901578815
58,b6c420c3a5bd4a219b1cb82ee5ea0aa7,10.570998694358835,10.568753702032412,36342,37645,1303,0.9101099109131119,0.9234402316825421,0.00427072140532841,0.004480575867985144,0.0010904348963996949
59,b9ea04a6121d4a8bb00199b885aa5ef0,10.51949855437526,10.541724569960463,31599,35215,3616,0.9441138801789063,0.9364901443447214,0.009463317320438501,0.010301236938598428,0.002455000160756383
60,c1eed31234b94e9f8e22fbf3428b0ac2,10.57263519213672,10.573238175287717,39618,39760,142,0.9072394459405596,0.9161405504792581,0.004108943317725041,0.004299951980474427,0.0010488522838772978
61,c567f9b8e9f34817acdc9c49d791c557,10.557444140547396,10.563936545935112,20906,33407,12501,0.9383783591628964,0.9267407529162575,0.004652162849638668,0.004820213625941343,0.0011799435673741177
62,c59e60042a8643e899008da2e446acca,10.52768036474242,10.545684222028829,32744,32399,-345,0.8822952970772947,0.8744459266218549,0.015360584548798645,0.016179641540972046,0.003909832763309067
63,c5f58c19249d4137ae063b0e9ecd8b8e,10.555042720303469,10.521034920549221,18,11,-7,0.8189716192941433,0.854476384520817,0.01915419015576389,0.02315809035012374,0.0051582138207067136
64,cb4e6195faad467094fbd4d0a9e960e9,10.54577167541401,10.544463527739978,4251,761,-3490,0.7814252754076251,0.8414719120278581,0.017325023031202993,0.019438165440741947,0.004522548104135844
65,cc57c1ea80fe46a7abddfdb15654c872,10.517910511493351,10.539545652494414,30382,34580,4198,0.889735852592664,0.8791328852716561,0.017433818457142963,0.02024593170667491,0.004622659916652078
66,ce94ef7a0522468e81c0e2b3a2f1e12d,10.503281759128415,10.532533152230103,29881,34262,4381,0.9185812268900251,0.9103916517685612,0.015224832234005736,0.01694682004005719,0.003979576301812799
67,d0ecf474e0e64950aa265cd44b9c9d75,10.548314907704981,10.553908824396995,35160,1306,-33854,0.8295250764956461,0.8762020190925784,0.012575975900536048,0.014059885405506045,0.0032820936252892455
68,d8251bbc2105497ab8ec80827d4429aa,10.569435306522145,10.547328085927862,39519,7913,-31606,0.8240440839141243,0.8572642921629877,0.01349143023568381,0.014570303416894002,0.0034822768608976555
69,de7593d76648450e947ba0c203dee1b0,10.521859677926106,10.532362403933812,29268,30377,1109,0.9110454312637158,0.9118343373918312,0.012735712602440646,0.013462723335529406,0.003238041061038242
70,e00dc15130dc44e796687baadd076ae4,10.559608630110501,10.565186293373374,35136,39429,4293,0.9476088162306167,0.9449010800019262,0.0037551309261387982,0.0038905581005934356,0.0009521231863317794
71,e174cb43655f49dab7ffa27b973670e3,10.568160092404419,10.570205962674944,36030,38531,2501,0.8181854031121819,0.8470763664054619,0.008901361934859797,0.009840223857143083,0.002320621661410917
72,e54b784a608644a2804fcf800c7499f7,10.551153385158281,10.552967065636192,22869,28137,5268,0.9075268952504625,0.8895326783489321,0.00820572274645256,0.00828243813739914,0.0020497558193802606
73,e63b83b436a0479db7362338cdfab118,10.560954232771875,10.570013253641772,38201,39902,1701,0.8936956266215623,0.8942756095255299,0.006888327203983051,0.0071504659945187685,0.001748011734783607
74,e6e877f31dd447199b56cae07f86daad,10.543047335060795,10.548351284689554,576,307,-269,0.942319726212862,0.9330548743169635,0.0055451630285842865,0.005926671694408095,0.001424542958447413
75,edba7d0cf1c64d2a9c8a5ebddab507a9,10.561192707674643,10.568755978969346,39003,39503,500,0.9472137475599999,0.9459033096261921,0.004305969349049912,0.00491625290268289,0.0011401271374822089
76,f40544fd4f5d42abbcfa948eeaf86850,10.516749324653663,10.536941420884277,31371,34302,2931,0.948375188173444,0.9432671935453679,0.009081721280590111,0.00984092821222745,0.0023505347879572143
77,f4f86af4da3b49e79497deda5c5f223a,10.529366117053934,10.546500369024947,34367,31890,-2477,0.863750450430493,0.856275065686031,0.01608890464718287,0.017435093268284862,0.004149879650057701
78,f753d3f87e5b40af87ff2cbf7c8e7082,10.516116417107115,10.528456708181043,20929,11581,-9348,0.8566057847759336,0.874889570035315,0.019642715386199605,0.02065526619315669,0.004978207048006273
79,fa65a298c01f44e7a182bbf9e5fe3697,10.518220358209796,10.539459270727399,21570,30059,8489,0.9281254638023646,0.9210592697355209,0.011631284257314717,0.012259950032290357,0.0029695821314657334
80,fdc39b23ab4242eda6ec5e1e6574fe33,10.53865042130269,10.498203641388633,594,168,-426,0.814860408059115,0.8740378216729019,0.02412147641565082,0.028142594708674827,0.006423778000779497
